text,span_text,span_start,span_end,pii_type,span_label
"Hi team,

Customer reported the following: AB123456C

Regards,
Alice",AB123456C,43,52,NI_NUMBER,0.62
"Hello,

Just a quick update: REF-ACCT-7712 was provided earlier as part of verification.

Thanks,
Ben",REF-ACCT-7712,29,42,REFERENCE,0.58
"Greetings,

Below is the item you requested: REF-ACCT-7712

Cheers,
Admin",REF-ACCT-7712,45,58,REFERENCE,0.58
"Hi team,

Customer reported the following: REF-ACCT-7712

Regards,
Alice",REF-ACCT-7712,43,56,REFERENCE,0.58
"Hi team,

REF-ACCT-7712 was provided earlier as part of verification.

Regards,
Alice",REF-ACCT-7712,10,23,REFERENCE,0.58
"Greetings,

Please review the attached documents. Your details are CUST-99881.

Cheers,
Admin",CUST-99881,67,77,CUSTOMER_ID,0.55
"Hello,

Just a quick update: We discussed this in yesterday's meeting. Your details are CUST-99881.

Thanks,
Ben",CUST-99881,88,98,CUSTOMER_ID,0.55
"Hi team,

Customer reported the following: REF-ACCT-7712

Regards,
Alice",REF-ACCT-7712,43,56,REFERENCE,0.58
"Dear Customer,

Thank you for reaching out. Your details are REF-ACCT-7712.

Sincerely,
Support",REF-ACCT-7712,61,74,REFERENCE,0.58
"Greetings,

Here is the update for this week. Your details are AB123456C.

Cheers,
Admin",AB123456C,63,72,NI_NUMBER,0.62
"Dear Customer,

Let me know your thoughts. Your details are AB123456C.

Sincerely,
Support",AB123456C,60,69,NI_NUMBER,0.62
"Hello,

Just a quick update: REF-ACCT-7712 was provided earlier as part of verification.

Thanks,
Ben",REF-ACCT-7712,29,42,REFERENCE,0.58
"Hi team,

REF-ACCT-7712 was provided earlier as part of verification.

Regards,
Alice",REF-ACCT-7712,10,23,REFERENCE,0.58
"Hi team,

Let me know your thoughts. Your details are REF-ACCT-7712.

Regards,
Alice",REF-ACCT-7712,54,67,REFERENCE,0.58
"Greetings,

For onboarding we require CUST-99881.

Cheers,
Admin",CUST-99881,38,48,CUSTOMER_ID,0.55
"Greetings,

CUST-99881 was provided earlier as part of verification.

Cheers,
Admin",CUST-99881,12,22,CUSTOMER_ID,0.55
"Hi team,

Please review the attached documents. Your details are REF-ACCT-7712.

Regards,
Alice",REF-ACCT-7712,65,78,REFERENCE,0.58
"Dear Customer,

Below is the item you requested: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Dear Customer,

CUST-99881 was provided earlier as part of verification.

Sincerely,
Support",CUST-99881,16,26,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Customer reported the following: REF-ACCT-7712

Thanks,
Ben",REF-ACCT-7712,62,75,REFERENCE,0.58
"Hi team,

REF-ACCT-7712 was provided earlier as part of verification.

Regards,
Alice",REF-ACCT-7712,10,23,REFERENCE,0.58
"Hi team,

Thank you for reaching out. Your details are CUST-99881.

Regards,
Alice",CUST-99881,55,65,CUSTOMER_ID,0.55
"Dear Customer,

We discussed this in yesterday's meeting. Your details are REF-ACCT-7712.

Sincerely,
Support",REF-ACCT-7712,75,88,REFERENCE,0.58
"Dear Customer,

Below is the item you requested: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Greetings,

Below is the item you requested: CUST-99881

Cheers,
Admin",CUST-99881,45,55,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Customer reported the following: CUST-99881

Thanks,
Ben",CUST-99881,62,72,CUSTOMER_ID,0.55
"Greetings,

Thank you for reaching out. Your details are REF-ACCT-7712.

Cheers,
Admin",REF-ACCT-7712,57,70,REFERENCE,0.58
"Hi team,

We discussed this in yesterday's meeting. Your details are CUST-99881.

Regards,
Alice",CUST-99881,69,79,CUSTOMER_ID,0.55
"Hello,

Just a quick update: We logged the identifier CUST-99881 for account review.

Thanks,
Ben",CUST-99881,54,64,CUSTOMER_ID,0.55
"Dear Customer,

Below is the item you requested: CUST-99881

Sincerely,
Support",CUST-99881,49,59,CUSTOMER_ID,0.55
"Dear Customer,

We logged the identifier AB123456C for account review.

Sincerely,
Support",AB123456C,41,50,NI_NUMBER,0.62
"Greetings,

We discussed this in yesterday's meeting. Your details are AB123456C.

Cheers,
Admin",AB123456C,71,80,NI_NUMBER,0.62
"Hello,

Just a quick update: We logged the identifier REF-ACCT-7712 for account review.

Thanks,
Ben",REF-ACCT-7712,54,67,REFERENCE,0.58
"Hello,

Just a quick update: We logged the identifier CUST-99881 for account review.

Thanks,
Ben",CUST-99881,54,64,CUSTOMER_ID,0.55
"Hello,

Just a quick update: For onboarding we require AB123456C.

Thanks,
Ben",AB123456C,55,64,NI_NUMBER,0.62
"Hello,

Just a quick update: We logged the identifier AB123456C for account review.

Thanks,
Ben",AB123456C,54,63,NI_NUMBER,0.62
"Hello,

Just a quick update: AB123456C was provided earlier as part of verification.

Thanks,
Ben",AB123456C,29,38,NI_NUMBER,0.62
"Dear Customer,

Let me know your thoughts. Your details are REF-ACCT-7712.

Sincerely,
Support",REF-ACCT-7712,60,73,REFERENCE,0.58
"Hi team,

Below is the item you requested: AB123456C

Regards,
Alice",AB123456C,43,52,NI_NUMBER,0.62
"Hi team,

We logged the identifier AB123456C for account review.

Regards,
Alice",AB123456C,35,44,NI_NUMBER,0.62
"Dear Customer,

Below is the item you requested: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Greetings,

Below is the item you requested: CUST-99881

Cheers,
Admin",CUST-99881,45,55,CUSTOMER_ID,0.55
"Greetings,

Below is the item you requested: CUST-99881

Cheers,
Admin",CUST-99881,45,55,CUSTOMER_ID,0.55
"Hi team,

Customer reported the following: AB123456C

Regards,
Alice",AB123456C,43,52,NI_NUMBER,0.62
"Hi team,

We logged the identifier CUST-99881 for account review.

Regards,
Alice",CUST-99881,35,45,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Here is the update for this week. Your details are CUST-99881.

Thanks,
Ben",CUST-99881,80,90,CUSTOMER_ID,0.55
"Greetings,

For onboarding we require REF-ACCT-7712.

Cheers,
Admin",REF-ACCT-7712,38,51,REFERENCE,0.58
"Hi team,

Customer reported the following: AB123456C

Regards,
Alice",AB123456C,43,52,NI_NUMBER,0.62
"Hi team,

We logged the identifier REF-ACCT-7712 for account review.

Regards,
Alice",REF-ACCT-7712,35,48,REFERENCE,0.58
"Dear Customer,

Below is the item you requested: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Hello,

Just a quick update: Customer reported the following: CUST-99881

Thanks,
Ben",CUST-99881,62,72,CUSTOMER_ID,0.55
"Dear Customer,

REF-ACCT-7712 was provided earlier as part of verification.

Sincerely,
Support",REF-ACCT-7712,16,29,REFERENCE,0.58
"Greetings,

Customer reported the following: CUST-99881

Cheers,
Admin",CUST-99881,45,55,CUSTOMER_ID,0.55
"Dear Customer,

Customer reported the following: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Greetings,

Below is the item you requested: CUST-99881

Cheers,
Admin",CUST-99881,45,55,CUSTOMER_ID,0.55
"Hello,

Just a quick update: For onboarding we require AB123456C.

Thanks,
Ben",AB123456C,55,64,NI_NUMBER,0.62
"Hello,

Just a quick update: Customer reported the following: CUST-99881

Thanks,
Ben",CUST-99881,62,72,CUSTOMER_ID,0.55
"Hello,

Just a quick update: For onboarding we require CUST-99881.

Thanks,
Ben",CUST-99881,55,65,CUSTOMER_ID,0.55
"Greetings,

AB123456C was provided earlier as part of verification.

Cheers,
Admin",AB123456C,12,21,NI_NUMBER,0.62
"Greetings,

For onboarding we require CUST-99881.

Cheers,
Admin",CUST-99881,38,48,CUSTOMER_ID,0.55
"Dear Customer,

We logged the identifier REF-ACCT-7712 for account review.

Sincerely,
Support",REF-ACCT-7712,41,54,REFERENCE,0.58
"Hi team,

Here is the update for this week. Your details are CUST-99881.

Regards,
Alice",CUST-99881,61,71,CUSTOMER_ID,0.55
"Hello,

Just a quick update: REF-ACCT-7712 was provided earlier as part of verification.

Thanks,
Ben",REF-ACCT-7712,29,42,REFERENCE,0.58
"Greetings,

Customer reported the following: CUST-99881

Cheers,
Admin",CUST-99881,45,55,CUSTOMER_ID,0.55
"Dear Customer,

We logged the identifier REF-ACCT-7712 for account review.

Sincerely,
Support",REF-ACCT-7712,41,54,REFERENCE,0.58
"Dear Customer,

We discussed this in yesterday's meeting. Your details are CUST-99881.

Sincerely,
Support",CUST-99881,75,85,CUSTOMER_ID,0.55
"Hi team,

For onboarding we require CUST-99881.

Regards,
Alice",CUST-99881,36,46,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Below is the item you requested: REF-ACCT-7712

Thanks,
Ben",REF-ACCT-7712,62,75,REFERENCE,0.58
"Hello,

Just a quick update: We logged the identifier REF-ACCT-7712 for account review.

Thanks,
Ben",REF-ACCT-7712,54,67,REFERENCE,0.58
"Greetings,

Here is the update for this week. Your details are CUST-99881.

Cheers,
Admin",CUST-99881,63,73,CUSTOMER_ID,0.55
"Dear Customer,

For onboarding we require CUST-99881.

Sincerely,
Support",CUST-99881,42,52,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Customer reported the following: AB123456C

Thanks,
Ben",AB123456C,62,71,NI_NUMBER,0.62
"Greetings,

Please review the attached documents. Your details are REF-ACCT-7712.

Cheers,
Admin",REF-ACCT-7712,67,80,REFERENCE,0.58
"Dear Customer,

We logged the identifier AB123456C for account review.

Sincerely,
Support",AB123456C,41,50,NI_NUMBER,0.62
"Dear Customer,

Below is the item you requested: CUST-99881

Sincerely,
Support",CUST-99881,49,59,CUSTOMER_ID,0.55
"Greetings,

Customer reported the following: REF-ACCT-7712

Cheers,
Admin",REF-ACCT-7712,45,58,REFERENCE,0.58
"Greetings,

CUST-99881 was provided earlier as part of verification.

Cheers,
Admin",CUST-99881,12,22,CUSTOMER_ID,0.55
"Hi team,

For onboarding we require AB123456C.

Regards,
Alice",AB123456C,36,45,NI_NUMBER,0.62
"Dear Customer,

AB123456C was provided earlier as part of verification.

Sincerely,
Support",AB123456C,16,25,NI_NUMBER,0.62
"Greetings,

Please review the attached documents. Your details are AB123456C.

Cheers,
Admin",AB123456C,67,76,NI_NUMBER,0.62
"Greetings,

Thank you for reaching out. Your details are AB123456C.

Cheers,
Admin",AB123456C,57,66,NI_NUMBER,0.62
"Greetings,

Thank you for reaching out. Your details are AB123456C.

Cheers,
Admin",AB123456C,57,66,NI_NUMBER,0.62
"Dear Customer,

AB123456C was provided earlier as part of verification.

Sincerely,
Support",AB123456C,16,25,NI_NUMBER,0.62
"Greetings,

AB123456C was provided earlier as part of verification.

Cheers,
Admin",AB123456C,12,21,NI_NUMBER,0.62
"Dear Customer,

For onboarding we require AB123456C.

Sincerely,
Support",AB123456C,42,51,NI_NUMBER,0.62
"Hello,

Just a quick update: AB123456C was provided earlier as part of verification.

Thanks,
Ben",AB123456C,29,38,NI_NUMBER,0.62
"Hi team,

We logged the identifier AB123456C for account review.

Regards,
Alice",AB123456C,35,44,NI_NUMBER,0.62
"Greetings,

We logged the identifier CUST-99881 for account review.

Cheers,
Admin",CUST-99881,37,47,CUSTOMER_ID,0.55
"Greetings,

For onboarding we require REF-ACCT-7712.

Cheers,
Admin",REF-ACCT-7712,38,51,REFERENCE,0.58
"Hello,

Just a quick update: Below is the item you requested: REF-ACCT-7712

Thanks,
Ben",REF-ACCT-7712,62,75,REFERENCE,0.58
"Greetings,

For onboarding we require CUST-99881.

Cheers,
Admin",CUST-99881,38,48,CUSTOMER_ID,0.55
"Dear Customer,

Customer reported the following: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Hello,

Just a quick update: Customer reported the following: REF-ACCT-7712

Thanks,
Ben",REF-ACCT-7712,62,75,REFERENCE,0.58
"Dear Customer,

We logged the identifier CUST-99881 for account review.

Sincerely,
Support",CUST-99881,41,51,CUSTOMER_ID,0.55
"Dear Customer,

Please review the attached documents. Your details are AB123456C.

Sincerely,
Support",AB123456C,71,80,NI_NUMBER,0.62
"Hello,

Just a quick update: We logged the identifier REF-ACCT-7712 for account review.

Thanks,
Ben",REF-ACCT-7712,54,67,REFERENCE,0.58
"Hi team,

Customer reported the following: CUST-99881

Regards,
Alice",CUST-99881,43,53,CUSTOMER_ID,0.55
"Hi team,

We logged the identifier CUST-99881 for account review.

Regards,
Alice",CUST-99881,35,45,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Below is the item you requested: REF-ACCT-7712

Thanks,
Ben",REF-ACCT-7712,62,75,REFERENCE,0.58
"Hello,

Just a quick update: Below is the item you requested: CUST-99881

Thanks,
Ben",CUST-99881,62,72,CUSTOMER_ID,0.55
"Greetings,

CUST-99881 was provided earlier as part of verification.

Cheers,
Admin",CUST-99881,12,22,CUSTOMER_ID,0.55
"Greetings,

REF-ACCT-7712 was provided earlier as part of verification.

Cheers,
Admin",REF-ACCT-7712,12,25,REFERENCE,0.58
"Hi team,

For onboarding we require CUST-99881.

Regards,
Alice",CUST-99881,36,46,CUSTOMER_ID,0.55
"Dear Customer,

For onboarding we require AB123456C.

Sincerely,
Support",AB123456C,42,51,NI_NUMBER,0.62
"Dear Customer,

REF-ACCT-7712 was provided earlier as part of verification.

Sincerely,
Support",REF-ACCT-7712,16,29,REFERENCE,0.58
"Hello,

Just a quick update: We logged the identifier AB123456C for account review.

Thanks,
Ben",AB123456C,54,63,NI_NUMBER,0.62
"Greetings,

Customer reported the following: AB123456C

Cheers,
Admin",AB123456C,45,54,NI_NUMBER,0.62
"Greetings,

We logged the identifier CUST-99881 for account review.

Cheers,
Admin",CUST-99881,37,47,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Below is the item you requested: AB123456C

Thanks,
Ben",AB123456C,62,71,NI_NUMBER,0.62
"Hello,

Just a quick update: We logged the identifier AB123456C for account review.

Thanks,
Ben",AB123456C,54,63,NI_NUMBER,0.62
"Hello,

Just a quick update: For onboarding we require CUST-99881.

Thanks,
Ben",CUST-99881,55,65,CUSTOMER_ID,0.55
"Hello,

Just a quick update: AB123456C was provided earlier as part of verification.

Thanks,
Ben",AB123456C,29,38,NI_NUMBER,0.62
"Greetings,

We logged the identifier AB123456C for account review.

Cheers,
Admin",AB123456C,37,46,NI_NUMBER,0.62
"Dear Customer,

We logged the identifier CUST-99881 for account review.

Sincerely,
Support",CUST-99881,41,51,CUSTOMER_ID,0.55
"Hi team,

We discussed this in yesterday's meeting. Your details are CUST-99881.

Regards,
Alice",CUST-99881,69,79,CUSTOMER_ID,0.55
"Hi team,

Customer reported the following: AB123456C

Regards,
Alice",AB123456C,43,52,NI_NUMBER,0.62
"Greetings,

AB123456C was provided earlier as part of verification.

Cheers,
Admin",AB123456C,12,21,NI_NUMBER,0.62
"Greetings,

Please review the attached documents. Your details are CUST-99881.

Cheers,
Admin",CUST-99881,67,77,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Customer reported the following: REF-ACCT-7712

Thanks,
Ben",REF-ACCT-7712,62,75,REFERENCE,0.58
"Hi team,

Customer reported the following: AB123456C

Regards,
Alice",AB123456C,43,52,NI_NUMBER,0.62
"Hi team,

For onboarding we require REF-ACCT-7712.

Regards,
Alice",REF-ACCT-7712,36,49,REFERENCE,0.58
"Greetings,

For onboarding we require AB123456C.

Cheers,
Admin",AB123456C,38,47,NI_NUMBER,0.62
"Dear Customer,

For onboarding we require CUST-99881.

Sincerely,
Support",CUST-99881,42,52,CUSTOMER_ID,0.55
"Hi team,

Below is the item you requested: REF-ACCT-7712

Regards,
Alice",REF-ACCT-7712,43,56,REFERENCE,0.58
"Dear Customer,

For onboarding we require AB123456C.

Sincerely,
Support",AB123456C,42,51,NI_NUMBER,0.62
"Hello,

Just a quick update: We discussed this in yesterday's meeting. Your details are CUST-99881.

Thanks,
Ben",CUST-99881,88,98,CUSTOMER_ID,0.55
"Hello,

Just a quick update: REF-ACCT-7712 was provided earlier as part of verification.

Thanks,
Ben",REF-ACCT-7712,29,42,REFERENCE,0.58
"Greetings,

We discussed this in yesterday's meeting. Your details are REF-ACCT-7712.

Cheers,
Admin",REF-ACCT-7712,71,84,REFERENCE,0.58
"Dear Customer,

Thank you for reaching out. Your details are AB123456C.

Sincerely,
Support",AB123456C,61,70,NI_NUMBER,0.62
"Hello,

Just a quick update: Please review the attached documents. Your details are CUST-99881.

Thanks,
Ben",CUST-99881,84,94,CUSTOMER_ID,0.55
"Greetings,

REF-ACCT-7712 was provided earlier as part of verification.

Cheers,
Admin",REF-ACCT-7712,12,25,REFERENCE,0.58
"Hi team,

CUST-99881 was provided earlier as part of verification.

Regards,
Alice",CUST-99881,10,20,CUSTOMER_ID,0.55
"Hi team,

We logged the identifier CUST-99881 for account review.

Regards,
Alice",CUST-99881,35,45,CUSTOMER_ID,0.55
"Hi team,

We logged the identifier REF-ACCT-7712 for account review.

Regards,
Alice",REF-ACCT-7712,35,48,REFERENCE,0.58
"Hello,

Just a quick update: Thank you for reaching out. Your details are REF-ACCT-7712.

Thanks,
Ben",REF-ACCT-7712,74,87,REFERENCE,0.58
"Greetings,

We logged the identifier AB123456C for account review.

Cheers,
Admin",AB123456C,37,46,NI_NUMBER,0.62
"Dear Customer,

For onboarding we require REF-ACCT-7712.

Sincerely,
Support",REF-ACCT-7712,42,55,REFERENCE,0.58
"Hi team,

We logged the identifier AB123456C for account review.

Regards,
Alice",AB123456C,35,44,NI_NUMBER,0.62
"Hello,

Just a quick update: We discussed this in yesterday's meeting. Your details are REF-ACCT-7712.

Thanks,
Ben",REF-ACCT-7712,88,101,REFERENCE,0.58
"Greetings,

We logged the identifier CUST-99881 for account review.

Cheers,
Admin",CUST-99881,37,47,CUSTOMER_ID,0.55
"Greetings,

Below is the item you requested: REF-ACCT-7712

Cheers,
Admin",REF-ACCT-7712,45,58,REFERENCE,0.58
"Dear Customer,

For onboarding we require AB123456C.

Sincerely,
Support",AB123456C,42,51,NI_NUMBER,0.62
"Dear Customer,

Below is the item you requested: CUST-99881

Sincerely,
Support",CUST-99881,49,59,CUSTOMER_ID,0.55
"Hi team,

AB123456C was provided earlier as part of verification.

Regards,
Alice",AB123456C,10,19,NI_NUMBER,0.62
"Dear Customer,

Below is the item you requested: CUST-99881

Sincerely,
Support",CUST-99881,49,59,CUSTOMER_ID,0.55
"Greetings,

For onboarding we require CUST-99881.

Cheers,
Admin",CUST-99881,38,48,CUSTOMER_ID,0.55
"Greetings,

Let me know your thoughts. Your details are REF-ACCT-7712.

Cheers,
Admin",REF-ACCT-7712,56,69,REFERENCE,0.58
"Dear Customer,

REF-ACCT-7712 was provided earlier as part of verification.

Sincerely,
Support",REF-ACCT-7712,16,29,REFERENCE,0.58
"Hi team,

Customer reported the following: CUST-99881

Regards,
Alice",CUST-99881,43,53,CUSTOMER_ID,0.55
"Greetings,

AB123456C was provided earlier as part of verification.

Cheers,
Admin",AB123456C,12,21,NI_NUMBER,0.62
"Dear Customer,

Customer reported the following: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Dear Customer,

Please review the attached documents. Your details are REF-ACCT-7712.

Sincerely,
Support",REF-ACCT-7712,71,84,REFERENCE,0.58
"Hi team,

REF-ACCT-7712 was provided earlier as part of verification.

Regards,
Alice",REF-ACCT-7712,10,23,REFERENCE,0.58
"Hi team,

Let me know your thoughts. Your details are AB123456C.

Regards,
Alice",AB123456C,54,63,NI_NUMBER,0.62
"Hello,

Just a quick update: Please review the attached documents. Your details are CUST-99881.

Thanks,
Ben",CUST-99881,84,94,CUSTOMER_ID,0.55
"Greetings,

Below is the item you requested: REF-ACCT-7712

Cheers,
Admin",REF-ACCT-7712,45,58,REFERENCE,0.58
"Dear Customer,

We logged the identifier REF-ACCT-7712 for account review.

Sincerely,
Support",REF-ACCT-7712,41,54,REFERENCE,0.58
"Hi team,

AB123456C was provided earlier as part of verification.

Regards,
Alice",AB123456C,10,19,NI_NUMBER,0.62
"Greetings,

Customer reported the following: REF-ACCT-7712

Cheers,
Admin",REF-ACCT-7712,45,58,REFERENCE,0.58
"Hi team,

Below is the item you requested: REF-ACCT-7712

Regards,
Alice",REF-ACCT-7712,43,56,REFERENCE,0.58
"Greetings,

For onboarding we require REF-ACCT-7712.

Cheers,
Admin",REF-ACCT-7712,38,51,REFERENCE,0.58
"Dear Customer,

Thank you for reaching out. Your details are AB123456C.

Sincerely,
Support",AB123456C,61,70,NI_NUMBER,0.62
"Hi team,

We discussed this in yesterday's meeting. Your details are REF-ACCT-7712.

Regards,
Alice",REF-ACCT-7712,69,82,REFERENCE,0.58
"Hi team,

For onboarding we require AB123456C.

Regards,
Alice",AB123456C,36,45,NI_NUMBER,0.62
"Greetings,

AB123456C was provided earlier as part of verification.

Cheers,
Admin",AB123456C,12,21,NI_NUMBER,0.62
"Hello,

Just a quick update: For onboarding we require REF-ACCT-7712.

Thanks,
Ben",REF-ACCT-7712,55,68,REFERENCE,0.58
"Greetings,

For onboarding we require AB123456C.

Cheers,
Admin",AB123456C,38,47,NI_NUMBER,0.62
"Dear Customer,

For onboarding we require REF-ACCT-7712.

Sincerely,
Support",REF-ACCT-7712,42,55,REFERENCE,0.58
"Greetings,

REF-ACCT-7712 was provided earlier as part of verification.

Cheers,
Admin",REF-ACCT-7712,12,25,REFERENCE,0.58
"Greetings,

We logged the identifier AB123456C for account review.

Cheers,
Admin",AB123456C,37,46,NI_NUMBER,0.62
"Hello,

Just a quick update: Below is the item you requested: REF-ACCT-7712

Thanks,
Ben",REF-ACCT-7712,62,75,REFERENCE,0.58
"Dear Customer,

Below is the item you requested: CUST-99881

Sincerely,
Support",CUST-99881,49,59,CUSTOMER_ID,0.55
"Dear Customer,

For onboarding we require CUST-99881.

Sincerely,
Support",CUST-99881,42,52,CUSTOMER_ID,0.55
"Dear Customer,

CUST-99881 was provided earlier as part of verification.

Sincerely,
Support",CUST-99881,16,26,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Below is the item you requested: REF-ACCT-7712

Thanks,
Ben",REF-ACCT-7712,62,75,REFERENCE,0.58
"Dear Customer,

Customer reported the following: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Greetings,

For onboarding we require CUST-99881.

Cheers,
Admin",CUST-99881,38,48,CUSTOMER_ID,0.55
"Dear Customer,

Thank you for reaching out. Your details are AB123456C.

Sincerely,
Support",AB123456C,61,70,NI_NUMBER,0.62
"Hello,

Just a quick update: We discussed this in yesterday's meeting. Your details are REF-ACCT-7712.

Thanks,
Ben",REF-ACCT-7712,88,101,REFERENCE,0.58
"Hello,

Just a quick update: We logged the identifier CUST-99881 for account review.

Thanks,
Ben",CUST-99881,54,64,CUSTOMER_ID,0.55
"Dear Customer,

Below is the item you requested: AB123456C

Sincerely,
Support",AB123456C,49,58,NI_NUMBER,0.62
"Hello,

Just a quick update: Please review the attached documents. Your details are REF-ACCT-7712.

Thanks,
Ben",REF-ACCT-7712,84,97,REFERENCE,0.58
"Dear Customer,

CUST-99881 was provided earlier as part of verification.

Sincerely,
Support",CUST-99881,16,26,CUSTOMER_ID,0.55
"Dear Customer,

CUST-99881 was provided earlier as part of verification.

Sincerely,
Support",CUST-99881,16,26,CUSTOMER_ID,0.55
"Dear Customer,

We discussed this in yesterday's meeting. Your details are AB123456C.

Sincerely,
Support",AB123456C,75,84,NI_NUMBER,0.62
"Greetings,

REF-ACCT-7712 was provided earlier as part of verification.

Cheers,
Admin",REF-ACCT-7712,12,25,REFERENCE,0.58
"Hi team,

Customer reported the following: REF-ACCT-7712

Regards,
Alice",REF-ACCT-7712,43,56,REFERENCE,0.58
"Greetings,

Thank you for reaching out. Your details are AB123456C.

Cheers,
Admin",AB123456C,57,66,NI_NUMBER,0.62
"Dear Customer,

For onboarding we require REF-ACCT-7712.

Sincerely,
Support",REF-ACCT-7712,42,55,REFERENCE,0.58
"Greetings,

Please review the attached documents. Your details are REF-ACCT-7712.

Cheers,
Admin",REF-ACCT-7712,67,80,REFERENCE,0.58
"Dear Customer,

Customer reported the following: CUST-99881

Sincerely,
Support",CUST-99881,49,59,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Thank you for reaching out. Your details are AB123456C.

Thanks,
Ben",AB123456C,74,83,NI_NUMBER,0.62
"Greetings,

We logged the identifier REF-ACCT-7712 for account review.

Cheers,
Admin",REF-ACCT-7712,37,50,REFERENCE,0.58
"Hi team,

Below is the item you requested: REF-ACCT-7712

Regards,
Alice",REF-ACCT-7712,43,56,REFERENCE,0.58
"Hello,

Just a quick update: Below is the item you requested: REF-ACCT-7712

Thanks,
Ben",REF-ACCT-7712,62,75,REFERENCE,0.58
"Hello,

Just a quick update: Let me know your thoughts. Your details are REF-ACCT-7712.

Thanks,
Ben",REF-ACCT-7712,73,86,REFERENCE,0.58
"Greetings,

Below is the item you requested: REF-ACCT-7712

Cheers,
Admin",REF-ACCT-7712,45,58,REFERENCE,0.58
"Hi team,

Customer reported the following: REF-ACCT-7712

Regards,
Alice",REF-ACCT-7712,43,56,REFERENCE,0.58
"Greetings,

CUST-99881 was provided earlier as part of verification.

Cheers,
Admin",CUST-99881,12,22,CUSTOMER_ID,0.55
"Hi team,

Below is the item you requested: CUST-99881

Regards,
Alice",CUST-99881,43,53,CUSTOMER_ID,0.55
"Hi team,

Customer reported the following: REF-ACCT-7712

Regards,
Alice",REF-ACCT-7712,43,56,REFERENCE,0.58
"Hi team,

Below is the item you requested: CUST-99881

Regards,
Alice",CUST-99881,43,53,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Customer reported the following: CUST-99881

Thanks,
Ben",CUST-99881,62,72,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Customer reported the following: REF-ACCT-7712

Thanks,
Ben",REF-ACCT-7712,62,75,REFERENCE,0.58
"Hello,

Just a quick update: Below is the item you requested: REF-ACCT-7712

Thanks,
Ben",REF-ACCT-7712,62,75,REFERENCE,0.58
"Hello,

Just a quick update: Let me know your thoughts. Your details are REF-ACCT-7712.

Thanks,
Ben",REF-ACCT-7712,73,86,REFERENCE,0.58
"Greetings,

For onboarding we require CUST-99881.

Cheers,
Admin",CUST-99881,38,48,CUSTOMER_ID,0.55
"Hi team,

For onboarding we require REF-ACCT-7712.

Regards,
Alice",REF-ACCT-7712,36,49,REFERENCE,0.58
"Greetings,

We logged the identifier CUST-99881 for account review.

Cheers,
Admin",CUST-99881,37,47,CUSTOMER_ID,0.55
"Dear Customer,

Below is the item you requested: AB123456C

Sincerely,
Support",AB123456C,49,58,NI_NUMBER,0.62
"Hi team,

REF-ACCT-7712 was provided earlier as part of verification.

Regards,
Alice",REF-ACCT-7712,10,23,REFERENCE,0.58
"Greetings,

CUST-99881 was provided earlier as part of verification.

Cheers,
Admin",CUST-99881,12,22,CUSTOMER_ID,0.55
"Hi team,

CUST-99881 was provided earlier as part of verification.

Regards,
Alice",CUST-99881,10,20,CUSTOMER_ID,0.55
"Dear Customer,

For onboarding we require Michael Zhang.

Sincerely,
Support",Michael Zhang,42,55,PERSON,0.15
"Hi team,

John Doe was provided earlier as part of verification.

Regards,
Alice",John Doe,10,18,PERSON,0.1
"Hello,

Just a quick update: We discussed this in yesterday's meeting. Your details are Michael Zhang.

Thanks,
Ben",Michael Zhang,88,101,PERSON,0.15
"Hi team,

Customer reported the following: Sarah Patel

Regards,
Alice",Sarah Patel,43,54,PERSON,0.12
"Hi team,

Sarah Patel was provided earlier as part of verification.

Regards,
Alice",Sarah Patel,10,21,PERSON,0.12
"Hello,

Just a quick update: Below is the item you requested: Michael Zhang

Thanks,
Ben",Michael Zhang,62,75,PERSON,0.15
"Dear Customer,

Customer reported the following: Michael Zhang

Sincerely,
Support",Michael Zhang,49,62,PERSON,0.15
